abandons's: abandoning,abandons
winnings': won,winning
winning's: won,winning
wintering's: winters,wintering
wirelessing's: wireless,wirelessing
wiretappings: wiretaps,wiretapping
wiretappings': wiretaps,wiretapping
wiretapping's: wiretaps,wiretapping
wisping's: wisp,wisping
withdrawing's: withdrawn,withdrawing
withering's: withers,withering
withstanding's: withstand,withstanding
witching's: witches,witching
witnessing's: witnessed,witnessing
wonderings: wonders,wondering
wonderings': wonders,wondering
wondering's: wonders,wondering
woodfords's: woodford,woodfords
wooding's: wooded,wooding
woodshedding's: woodshed,woodshedding
woods's: wooded,woods
woofing's: woof,woofing
woohooing's: woohoo,woohooing
wordings: worded,wording
wordings': worded,wording
wording's: worded,wording
working's: wrought,working
workshopping's: workshop,workshopping
worming's: worm,worming
worrying's: worry,worrying
worshipping's: worshipped,worshiping
wounded: winding,wound
wounded's: winding,wound,wounded
wounding: winding,wound
wounding's: winding,wound,wounding
wounds: winding,wound
wounds': winding,wound
wound's: winding,wound
wrenching's: wrench,wrenching
wrestling's: wrestle,wrestling
wriggling's: wriggle,wriggling
wrinkling's: wrinkles,wrinkling
writhing's: writhe,writhing
writings: writes,writing
writings': writes,writing
writing's: writes,writing
wronging's: wronged,wronging
yahooing's: yahoos,yahooing
yachting's: yacht,yachting
yakking's: yaks,yakking
yanking's: yank,yanking
yawning's: yawns,yawning
yeehawing's: yeehaw,yeehawing
yelling's: yelled,yelling
yellowing's: yellows,yellowing
yelping's: yelps,yelping
yenning's: yens,yenning
yeoning's: yeon,yeoning
yering's: yer,yering
yers's: yer,yers
yessing's: yea,yessing
yevgenie: yevgeny,yevgenies
yevgenie's: yevgeny,yevgenies
yevgenies's: yevgeny,yevgenies
yielding's: yield,yielding
yipping's: yips,yipping
yodelling's: yodel,yodeling
yoricking's: yorick,yoricking
yoricks's: yorick,yoricks
yourfacings: yourface,yourfacing
yourfacings': yourface,yourfacing
yourfacing's: yourface,yourfacing
yourfamilies's: yourfamily,yourfamilies
yvannings: yvan,yvanning
yvannings': yvan,yvanning
yvanning's: yvan,yvanning
yvans's: yvan,yvans
zafering's: zafer,zafering
zafers's: zafer,zafers
zaheerings: zaheer,zaheering
zaheerings': zaheer,zaheering
zaheering's: zaheer,zaheering
zapping's: zap,zapping
zeech: zeek,zought
zeeched: zeek,zought
zeeches: zeek,zought
zeeches': zeek,zought
zeeching: zeek,zought
zeechs: zeek,zought
zeech's: zeek,zought
zeeking's: zeek,zeeking
zeeks's: zeek,zeeks
zhivagine: zhivago,zhivagines
zhivagined: zhivago,zhivagines
zhivagine's: zhivago,zhivagines
zhivagining: zhivago,zhivagines
zhivagos's: zhivago,zhivagos
ziggie: ziggy,ziggies
ziggie's: ziggy,ziggies
zight: zeek,zought
zight's: zeek,zought
zink: zeek,zought
zink's: zeek,zought
zippering's: zipper,zippering
zipping's: zip,zipping
zitos's: zito,zitos
zivas's: ziva,zivas
zohras's: zohra,zohras
zonings: zones,zoning
zonings': zones,zoning
zoning's: zones,zoning
zooming's: zoom,zooming
zordings: zord,zording
zordings': zord,zording
zording's: zord,zording
zordoning's: zordon,zordoning
zords's: zord,zords
zoros's: zoro,zoros
zoughts: zeek,zought
zoughts': zeek,zought
zought's: zeek,zought
